id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12936,Yes,1,yes,soft_vote,score_no=0.00007713;score_yes=0.99992290;n_members=5
12937,Yes,1,yes,soft_vote,score_no=0.00001248;score_yes=0.99998753;n_members=5
12938,Yes,1,yes,soft_vote,score_no=0.00001144;score_yes=0.99998856;n_members=5
12939,Yes,1,yes,soft_vote,score_no=0.00002710;score_yes=0.99997287;n_members=5
12940,No,0,yes,soft_vote,score_no=0.59596569;score_yes=0.40403432;n_members=5
12941,Yes,1,yes,soft_vote,score_no=0.00003307;score_yes=0.99996691;n_members=5
12942,Yes,1,yes,soft_vote,score_no=0.24263515;score_yes=0.75736485;n_members=5
12943,Yes,1,yes,soft_vote,score_no=0.00000956;score_yes=0.99999044;n_members=5
12944,Yes,1,yes,soft_vote,score_no=0.00066871;score_yes=0.99933130;n_members=5
12945,No,0,yes,soft_vote,score_no=0.99996169;score_yes=0.00003832;n_members=5
12946,Yes,1,yes,soft_vote,score_no=0.00009553;score_yes=0.99990448;n_members=5
12947,Yes,1,yes,soft_vote,score_no=0.00002993;score_yes=0.99997006;n_members=5
12948,Yes,1,yes,soft_vote,score_no=0.00001151;score_yes=0.99998848;n_members=5
12949,Yes,1,yes,soft_vote,score_no=0.00001372;score_yes=0.99998629;n_members=5
12950,Yes,1,yes,soft_vote,score_no=0.00007173;score_yes=0.99992830;n_members=5
12951,No,0,yes,soft_vote,score_no=0.93182178;score_yes=0.06817820;n_members=5
12952,Yes,1,yes,soft_vote,score_no=0.15511468;score_yes=0.84488531;n_members=5
12953,Yes,1,yes,soft_vote,score_no=0.00008126;score_yes=0.99991874;n_members=5
12954,Yes,1,yes,soft_vote,score_no=0.00007431;score_yes=0.99992567;n_members=5
12955,Yes,1,yes,soft_vote,score_no=0.04253250;score_yes=0.95746751;n_members=5
12956,Yes,1,yes,soft_vote,score_no=0.00007595;score_yes=0.99992405;n_members=5
12957,Yes,1,yes,soft_vote,score_no=0.00001077;score_yes=0.99998925;n_members=5
12958,Yes,1,yes,soft_vote,score_no=0.00033076;score_yes=0.99966924;n_members=5
12959,Yes,1,yes,soft_vote,score_no=0.00000986;score_yes=0.99999015;n_members=5
12960,Yes,1,yes,soft_vote,score_no=0.00427928;score_yes=0.99572071;n_members=5
12961,Yes,1,yes,soft_vote,score_no=0.34587833;score_yes=0.65412169;n_members=5
12962,Yes,1,yes,soft_vote,score_no=0.00028435;score_yes=0.99971565;n_members=5
12963,Yes,1,yes,soft_vote,score_no=0.12557687;score_yes=0.87442312;n_members=5
12964,Yes,1,yes,soft_vote,score_no=0.00471019;score_yes=0.99528980;n_members=5
12965,Yes,1,yes,soft_vote,score_no=0.00061312;score_yes=0.99938692;n_members=5
12966,Yes,1,yes,soft_vote,score_no=0.00508523;score_yes=0.99491477;n_members=5
12967,No,0,yes,soft_vote,score_no=0.93176230;score_yes=0.06823767;n_members=5
12968,Yes,1,yes,soft_vote,score_no=0.04668913;score_yes=0.95331085;n_members=5
12969,No,0,yes,soft_vote,score_no=0.99969138;score_yes=0.00030861;n_members=5
12970,No,0,yes,soft_vote,score_no=0.99995978;score_yes=0.00004020;n_members=5
12971,Yes,1,yes,soft_vote,score_no=0.00019082;score_yes=0.99980919;n_members=5
12972,Yes,1,yes,soft_vote,score_no=0.02032122;score_yes=0.97967880;n_members=5
12973,Yes,1,yes,soft_vote,score_no=0.00161815;score_yes=0.99838183;n_members=5
12974,Yes,1,yes,soft_vote,score_no=0.00005604;score_yes=0.99994397;n_members=5
12975,Yes,1,yes,soft_vote,score_no=0.00097856;score_yes=0.99902145;n_members=5
12976,Yes,1,yes,soft_vote,score_no=0.00002135;score_yes=0.99997866;n_members=5
12977,Yes,1,yes,soft_vote,score_no=0.00002131;score_yes=0.99997868;n_members=5
12978,Yes,1,yes,soft_vote,score_no=0.00025538;score_yes=0.99974465;n_members=5
12979,Yes,1,yes,soft_vote,score_no=0.00005439;score_yes=0.99994562;n_members=5
12980,No,0,yes,soft_vote,score_no=0.95025392;score_yes=0.04974610;n_members=5
12981,Yes,1,yes,soft_vote,score_no=0.00002212;score_yes=0.99997790;n_members=5
12982,Yes,1,yes,soft_vote,score_no=0.00014193;score_yes=0.99985807;n_members=5
12983,Yes,1,yes,soft_vote,score_no=0.00001149;score_yes=0.99998851;n_members=5
12984,Yes,1,yes,soft_vote,score_no=0.00010609;score_yes=0.99989393;n_members=5
12985,Yes,1,yes,soft_vote,score_no=0.00031946;score_yes=0.99968053;n_members=5
12986,Yes,1,yes,soft_vote,score_no=0.00200172;score_yes=0.99799826;n_members=5
12987,No,0,yes,soft_vote,score_no=0.99993713;score_yes=0.00006286;n_members=5
12988,Yes,1,yes,soft_vote,score_no=0.06153284;score_yes=0.93846716;n_members=5
12989,Yes,1,yes,soft_vote,score_no=0.00030510;score_yes=0.99969490;n_members=5
12990,Yes,1,yes,soft_vote,score_no=0.00011315;score_yes=0.99988683;n_members=5
12991,No,0,yes,soft_vote,score_no=0.59122139;score_yes=0.40877861;n_members=5
12992,Yes,1,yes,soft_vote,score_no=0.01355890;score_yes=0.98644110;n_members=5
12993,No,0,yes,soft_vote,score_no=0.99994438;score_yes=0.00005562;n_members=5
12994,No,0,yes,soft_vote,score_no=0.99006891;score_yes=0.00993108;n_members=5
12995,Yes,1,yes,soft_vote,score_no=0.19731869;score_yes=0.80268136;n_members=5
12996,Yes,1,yes,soft_vote,score_no=0.00085956;score_yes=0.99914047;n_members=5
12997,Yes,1,yes,soft_vote,score_no=0.00002317;score_yes=0.99997683;n_members=5
12998,Yes,1,yes,soft_vote,score_no=0.00076684;score_yes=0.99923316;n_members=5
12999,Yes,1,yes,soft_vote,score_no=0.01500003;score_yes=0.98499996;n_members=5
13000,Yes,1,yes,soft_vote,score_no=0.00003159;score_yes=0.99996839;n_members=5
13001,Yes,1,yes,soft_vote,score_no=0.00001683;score_yes=0.99998319;n_members=5
13002,Yes,1,yes,soft_vote,score_no=0.00002828;score_yes=0.99997172;n_members=5
13003,Yes,1,yes,soft_vote,score_no=0.00198477;score_yes=0.99801524;n_members=5
13004,Yes,1,yes,soft_vote,score_no=0.00008200;score_yes=0.99991802;n_members=5
13005,Yes,1,yes,soft_vote,score_no=0.00040714;score_yes=0.99959285;n_members=5
13006,Yes,1,yes,soft_vote,score_no=0.00787508;score_yes=0.99212495;n_members=5
13007,Yes,1,yes,soft_vote,score_no=0.00001687;score_yes=0.99998314;n_members=5
13008,Yes,1,yes,soft_vote,score_no=0.00002335;score_yes=0.99997666;n_members=5
13009,No,0,yes,soft_vote,score_no=0.85289567;score_yes=0.14710433;n_members=5
13010,Yes,1,yes,soft_vote,score_no=0.00003455;score_yes=0.99996545;n_members=5
13011,Yes,1,yes,soft_vote,score_no=0.07170812;score_yes=0.92829188;n_members=5
13012,No,0,yes,soft_vote,score_no=0.61454134;score_yes=0.38545865;n_members=5
13013,No,0,yes,soft_vote,score_no=0.99995794;score_yes=0.00004204;n_members=5
13014,Yes,1,yes,soft_vote,score_no=0.00049098;score_yes=0.99950901;n_members=5
13015,Yes,1,yes,soft_vote,score_no=0.00002501;score_yes=0.99997499;n_members=5
13016,No,0,yes,soft_vote,score_no=0.99912970;score_yes=0.00087029;n_members=5
13017,Yes,1,yes,soft_vote,score_no=0.00001417;score_yes=0.99998581;n_members=5
13018,Yes,1,yes,soft_vote,score_no=0.00134400;score_yes=0.99865600;n_members=5
13019,Yes,1,yes,soft_vote,score_no=0.20042568;score_yes=0.79957429;n_members=5
13020,Yes,1,yes,soft_vote,score_no=0.04218285;score_yes=0.95781714;n_members=5
13021,Yes,1,yes,soft_vote,score_no=0.00003444;score_yes=0.99996555;n_members=5
13022,Yes,1,yes,soft_vote,score_no=0.00008055;score_yes=0.99991944;n_members=5
13023,Yes,1,yes,soft_vote,score_no=0.00001912;score_yes=0.99998088;n_members=5
13024,Yes,1,yes,soft_vote,score_no=0.00011930;score_yes=0.99988068;n_members=5
13025,No,0,yes,soft_vote,score_no=0.99946721;score_yes=0.00053279;n_members=5
13026,Yes,1,yes,soft_vote,score_no=0.00003669;score_yes=0.99996331;n_members=5
13027,Yes,1,yes,soft_vote,score_no=0.37741609;score_yes=0.62258392;n_members=5
13028,Yes,1,yes,soft_vote,score_no=0.11402565;score_yes=0.88597433;n_members=5
13029,Yes,1,yes,soft_vote,score_no=0.30457926;score_yes=0.69542073;n_members=5
13030,Yes,1,yes,soft_vote,score_no=0.00013359;score_yes=0.99986640;n_members=5
13031,Yes,1,yes,soft_vote,score_no=0.00006438;score_yes=0.99993559;n_members=5
13032,Yes,1,yes,soft_vote,score_no=0.00001823;score_yes=0.99998174;n_members=5
13033,Yes,1,yes,soft_vote,score_no=0.00003232;score_yes=0.99996767;n_members=5
13034,Yes,1,yes,soft_vote,score_no=0.00009741;score_yes=0.99990261;n_members=5
13035,Yes,1,yes,soft_vote,score_no=0.14912665;score_yes=0.85087337;n_members=5
13036,Yes,1,yes,soft_vote,score_no=0.06198189;score_yes=0.93801812;n_members=5
13037,Yes,1,yes,soft_vote,score_no=0.08331846;score_yes=0.91668155;n_members=5
13038,Yes,1,yes,soft_vote,score_no=0.02555127;score_yes=0.97444871;n_members=5
13039,Yes,1,yes,soft_vote,score_no=0.00101927;score_yes=0.99898070;n_members=5
13040,No,0,yes,soft_vote,score_no=0.99990944;score_yes=0.00009057;n_members=5
13041,Yes,1,yes,soft_vote,score_no=0.00040665;score_yes=0.99959335;n_members=5
13042,Yes,1,yes,soft_vote,score_no=0.24750305;score_yes=0.75249694;n_members=5
13043,Yes,1,yes,soft_vote,score_no=0.00003597;score_yes=0.99996405;n_members=5
13044,Yes,1,yes,soft_vote,score_no=0.00001392;score_yes=0.99998608;n_members=5
13045,Yes,1,yes,soft_vote,score_no=0.00000833;score_yes=0.99999166;n_members=5
13046,Yes,1,yes,soft_vote,score_no=0.00004375;score_yes=0.99995623;n_members=5
13047,Yes,1,yes,soft_vote,score_no=0.00227081;score_yes=0.99772921;n_members=5
13048,No,0,yes,soft_vote,score_no=0.99997473;score_yes=0.00002527;n_members=5
13049,No,0,yes,soft_vote,score_no=0.81343309;score_yes=0.18656692;n_members=5
13050,Yes,1,yes,soft_vote,score_no=0.00002310;score_yes=0.99997692;n_members=5
13051,No,0,yes,soft_vote,score_no=0.99998953;score_yes=0.00001048;n_members=5
13052,Yes,1,yes,soft_vote,score_no=0.00002725;score_yes=0.99997277;n_members=5
13053,No,0,yes,soft_vote,score_no=0.66484389;score_yes=0.33515610;n_members=5
13054,Yes,1,yes,soft_vote,score_no=0.00001391;score_yes=0.99998608;n_members=5
13055,Yes,1,yes,soft_vote,score_no=0.00008862;score_yes=0.99991139;n_members=5
13056,No,0,yes,soft_vote,score_no=0.99959229;score_yes=0.00040774;n_members=5
13057,No,0,yes,soft_vote,score_no=0.99897131;score_yes=0.00102867;n_members=5
13058,Yes,1,yes,soft_vote,score_no=0.00001508;score_yes=0.99998493;n_members=5
13059,Yes,1,yes,soft_vote,score_no=0.00007176;score_yes=0.99992823;n_members=5
13060,Yes,1,yes,soft_vote,score_no=0.00007855;score_yes=0.99992146;n_members=5
13061,Yes,1,yes,soft_vote,score_no=0.06100111;score_yes=0.93899888;n_members=5
13062,Yes,1,yes,soft_vote,score_no=0.00005218;score_yes=0.99994781;n_members=5
13063,Yes,1,yes,soft_vote,score_no=0.00667817;score_yes=0.99332184;n_members=5
13064,Yes,1,yes,soft_vote,score_no=0.42004667;score_yes=0.57995335;n_members=5
13065,Yes,1,yes,soft_vote,score_no=0.00001615;score_yes=0.99998383;n_members=5
13066,No,0,yes,soft_vote,score_no=0.79621803;score_yes=0.20378197;n_members=5
13067,No,0,yes,soft_vote,score_no=0.81764113;score_yes=0.18235889;n_members=5
13068,Yes,1,yes,soft_vote,score_no=0.01732855;score_yes=0.98267140;n_members=5
13069,Yes,1,yes,soft_vote,score_no=0.00008518;score_yes=0.99991484;n_members=5
13070,Yes,1,yes,soft_vote,score_no=0.00033333;score_yes=0.99966667;n_members=5
13071,Yes,1,yes,soft_vote,score_no=0.03253658;score_yes=0.96746345;n_members=5
13072,No,0,yes,soft_vote,score_no=0.98164875;score_yes=0.01835121;n_members=5
13073,Yes,1,yes,soft_vote,score_no=0.00003221;score_yes=0.99996779;n_members=5
13074,No,0,yes,soft_vote,score_no=0.99998138;score_yes=0.00001862;n_members=5
13075,Yes,1,yes,soft_vote,score_no=0.00823897;score_yes=0.99176105;n_members=5
13076,Yes,1,yes,soft_vote,score_no=0.00006305;score_yes=0.99993697;n_members=5
13077,Yes,1,yes,soft_vote,score_no=0.00008480;score_yes=0.99991519;n_members=5
13078,Yes,1,yes,soft_vote,score_no=0.00001188;score_yes=0.99998813;n_members=5
13079,Yes,1,yes,soft_vote,score_no=0.00005620;score_yes=0.99994378;n_members=5
13080,Yes,1,yes,soft_vote,score_no=0.00028396;score_yes=0.99971603;n_members=5
13081,Yes,1,yes,soft_vote,score_no=0.48073875;score_yes=0.51926122;n_members=5
13082,Yes,1,yes,soft_vote,score_no=0.00002426;score_yes=0.99997575;n_members=5
13083,Yes,1,yes,soft_vote,score_no=0.10124758;score_yes=0.89875241;n_members=5
13084,Yes,1,yes,soft_vote,score_no=0.00009030;score_yes=0.99990972;n_members=5
13085,Yes,1,yes,soft_vote,score_no=0.00013148;score_yes=0.99986854;n_members=5
13086,Yes,1,yes,soft_vote,score_no=0.00003915;score_yes=0.99996083;n_members=5
13087,No,0,yes,soft_vote,score_no=0.99993982;score_yes=0.00006017;n_members=5
13088,Yes,1,yes,soft_vote,score_no=0.00017656;score_yes=0.99982343;n_members=5
13089,No,0,yes,soft_vote,score_no=0.99996621;score_yes=0.00003379;n_members=5
13090,Yes,1,yes,soft_vote,score_no=0.00080310;score_yes=0.99919691;n_members=5
13091,No,0,yes,soft_vote,score_no=0.99279058;score_yes=0.00720939;n_members=5
13092,Yes,1,yes,soft_vote,score_no=0.00432477;score_yes=0.99567522;n_members=5
13093,Yes,1,yes,soft_vote,score_no=0.00002036;score_yes=0.99997964;n_members=5
13094,Yes,1,yes,soft_vote,score_no=0.00021551;score_yes=0.99978448;n_members=5
13095,Yes,1,yes,soft_vote,score_no=0.00047924;score_yes=0.99952076;n_members=5
13096,Yes,1,yes,soft_vote,score_no=0.00017831;score_yes=0.99982170;n_members=5
13097,Yes,1,yes,soft_vote,score_no=0.06581520;score_yes=0.93418479;n_members=5
13098,Yes,1,yes,soft_vote,score_no=0.01346925;score_yes=0.98653073;n_members=5
13099,Yes,1,yes,soft_vote,score_no=0.00587635;score_yes=0.99412366;n_members=5
13100,No,0,yes,soft_vote,score_no=0.99908357;score_yes=0.00091643;n_members=5
13101,Yes,1,yes,soft_vote,score_no=0.00039480;score_yes=0.99960520;n_members=5
13102,Yes,1,yes,soft_vote,score_no=0.00026766;score_yes=0.99973235;n_members=5
13103,Yes,1,yes,soft_vote,score_no=0.01877413;score_yes=0.98122587;n_members=5
13104,Yes,1,yes,soft_vote,score_no=0.00001590;score_yes=0.99998407;n_members=5
13105,Yes,1,yes,soft_vote,score_no=0.00002359;score_yes=0.99997644;n_members=5
13106,No,0,yes,soft_vote,score_no=0.76824145;score_yes=0.23175856;n_members=5
13107,No,0,yes,soft_vote,score_no=0.99996669;score_yes=0.00003330;n_members=5
13108,No,0,yes,soft_vote,score_no=0.95191903;score_yes=0.04808096;n_members=5
13109,Yes,1,yes,soft_vote,score_no=0.00003817;score_yes=0.99996183;n_members=5
13110,Yes,1,yes,soft_vote,score_no=0.00031635;score_yes=0.99968363;n_members=5
13111,Yes,1,yes,soft_vote,score_no=0.00010853;score_yes=0.99989146;n_members=5
13112,Yes,1,yes,soft_vote,score_no=0.00001557;score_yes=0.99998445;n_members=5
13113,Yes,1,yes,soft_vote,score_no=0.04510141;score_yes=0.95489857;n_members=5
13114,Yes,1,yes,soft_vote,score_no=0.00001891;score_yes=0.99998112;n_members=5
13115,No,0,yes,soft_vote,score_no=0.99891799;score_yes=0.00108203;n_members=5
13116,No,0,yes,soft_vote,score_no=0.95985510;score_yes=0.04014491;n_members=5
13117,Yes,1,yes,soft_vote,score_no=0.00009548;score_yes=0.99990451;n_members=5
13118,Yes,1,yes,soft_vote,score_no=0.00497026;score_yes=0.99502975;n_members=5
13119,Yes,1,yes,soft_vote,score_no=0.00021275;score_yes=0.99978725;n_members=5
13120,Yes,1,yes,soft_vote,score_no=0.00017440;score_yes=0.99982560;n_members=5
13121,No,0,yes,soft_vote,score_no=0.99996691;score_yes=0.00003310;n_members=5
13122,Yes,1,yes,soft_vote,score_no=0.00258186;score_yes=0.99741813;n_members=5
13123,Yes,1,yes,soft_vote,score_no=0.00002749;score_yes=0.99997251;n_members=5
13124,No,0,yes,soft_vote,score_no=0.99796622;score_yes=0.00203375;n_members=5
13125,Yes,1,yes,soft_vote,score_no=0.00116429;score_yes=0.99883574;n_members=5
13126,Yes,1,yes,soft_vote,score_no=0.00004267;score_yes=0.99995735;n_members=5
13127,Yes,1,yes,soft_vote,score_no=0.00026566;score_yes=0.99973432;n_members=5
13128,Yes,1,yes,soft_vote,score_no=0.00001760;score_yes=0.99998243;n_members=5
13129,Yes,1,yes,soft_vote,score_no=0.00000632;score_yes=0.99999368;n_members=5
13130,Yes,1,yes,soft_vote,score_no=0.00006225;score_yes=0.99993775;n_members=5
13131,Yes,1,yes,soft_vote,score_no=0.00002487;score_yes=0.99997513;n_members=5
13132,Yes,1,yes,soft_vote,score_no=0.00015669;score_yes=0.99984332;n_members=5
13133,Yes,1,yes,soft_vote,score_no=0.00179171;score_yes=0.99820825;n_members=5
13134,Yes,1,yes,soft_vote,score_no=0.00006625;score_yes=0.99993374;n_members=5
13135,Yes,1,yes,soft_vote,score_no=0.00001787;score_yes=0.99998212;n_members=5
13136,Yes,1,yes,soft_vote,score_no=0.00026950;score_yes=0.99973049;n_members=5
13137,No,0,yes,soft_vote,score_no=0.58260105;score_yes=0.41739900;n_members=5
13138,Yes,1,yes,soft_vote,score_no=0.00124816;score_yes=0.99875182;n_members=5
13139,Yes,1,yes,soft_vote,score_no=0.00001250;score_yes=0.99998751;n_members=5
13140,Yes,1,yes,soft_vote,score_no=0.00445594;score_yes=0.99554405;n_members=5
13141,Yes,1,yes,soft_vote,score_no=0.00003016;score_yes=0.99996984;n_members=5
13142,No,0,yes,soft_vote,score_no=0.89089179;score_yes=0.10910823;n_members=5
13143,Yes,1,yes,soft_vote,score_no=0.02471968;score_yes=0.97528032;n_members=5
13144,Yes,1,yes,soft_vote,score_no=0.20922631;score_yes=0.79077370;n_members=5
13145,Yes,1,yes,soft_vote,score_no=0.00003506;score_yes=0.99996495;n_members=5
13146,Yes,1,yes,soft_vote,score_no=0.43368107;score_yes=0.56631892;n_members=5
13147,Yes,1,yes,soft_vote,score_no=0.00004174;score_yes=0.99995825;n_members=5
13148,Yes,1,yes,soft_vote,score_no=0.00002830;score_yes=0.99997168;n_members=5
13149,No,0,yes,soft_vote,score_no=0.83577787;score_yes=0.16422213;n_members=5
13150,Yes,1,yes,soft_vote,score_no=0.00040591;score_yes=0.99959408;n_members=5
13151,No,0,yes,soft_vote,score_no=0.99998743;score_yes=0.00001256;n_members=5
13152,Yes,1,yes,soft_vote,score_no=0.00033470;score_yes=0.99966530;n_members=5
13153,Yes,1,yes,soft_vote,score_no=0.00001172;score_yes=0.99998830;n_members=5
13154,Yes,1,yes,soft_vote,score_no=0.32342253;score_yes=0.67657747;n_members=5
13155,Yes,1,yes,soft_vote,score_no=0.03059977;score_yes=0.96940021;n_members=5
13156,Yes,1,yes,soft_vote,score_no=0.00007854;score_yes=0.99992145;n_members=5
13157,No,0,yes,soft_vote,score_no=0.91301825;score_yes=0.08698176;n_members=5
13158,Yes,1,yes,soft_vote,score_no=0.00001853;score_yes=0.99998145;n_members=5
13159,Yes,1,yes,soft_vote,score_no=0.00004749;score_yes=0.99995248;n_members=5
13160,Yes,1,yes,soft_vote,score_no=0.00009668;score_yes=0.99990329;n_members=5
13161,Yes,1,yes,soft_vote,score_no=0.00017018;score_yes=0.99982982;n_members=5
13162,Yes,1,yes,soft_vote,score_no=0.19183335;score_yes=0.80816666;n_members=5
13163,Yes,1,yes,soft_vote,score_no=0.00010957;score_yes=0.99989045;n_members=5
13164,Yes,1,yes,soft_vote,score_no=0.00097667;score_yes=0.99902332;n_members=5
13165,Yes,1,yes,soft_vote,score_no=0.19544889;score_yes=0.80455109;n_members=5
13166,Yes,1,yes,soft_vote,score_no=0.00080092;score_yes=0.99919908;n_members=5
13167,No,0,yes,soft_vote,score_no=0.99997644;score_yes=0.00002355;n_members=5
13168,Yes,1,yes,soft_vote,score_no=0.00000988;score_yes=0.99999013;n_members=5
13169,No,0,yes,soft_vote,score_no=0.99971403;score_yes=0.00028596;n_members=5
13170,Yes,1,yes,soft_vote,score_no=0.00050381;score_yes=0.99949621;n_members=5
13171,Yes,1,yes,soft_vote,score_no=0.00004756;score_yes=0.99995243;n_members=5
13172,Yes,1,yes,soft_vote,score_no=0.22177486;score_yes=0.77822516;n_members=5
13173,Yes,1,yes,soft_vote,score_no=0.40666647;score_yes=0.59333351;n_members=5
13174,Yes,1,yes,soft_vote,score_no=0.00325102;score_yes=0.99674898;n_members=5
13175,Yes,1,yes,soft_vote,score_no=0.00005574;score_yes=0.99994427;n_members=5
13176,Yes,1,yes,soft_vote,score_no=0.00003121;score_yes=0.99996879;n_members=5
13177,Yes,1,yes,soft_vote,score_no=0.00017639;score_yes=0.99982360;n_members=5
13178,Yes,1,yes,soft_vote,score_no=0.00326460;score_yes=0.99673539;n_members=5
13179,No,0,yes,soft_vote,score_no=0.99748688;score_yes=0.00251312;n_members=5
13180,Yes,1,yes,soft_vote,score_no=0.00142433;score_yes=0.99857564;n_members=5
13181,Yes,1,yes,soft_vote,score_no=0.00001949;score_yes=0.99998050;n_members=5
13182,Yes,1,yes,soft_vote,score_no=0.00017630;score_yes=0.99982371;n_members=5
13183,Yes,1,yes,soft_vote,score_no=0.00961605;score_yes=0.99038395;n_members=5
13184,Yes,1,yes,soft_vote,score_no=0.01508377;score_yes=0.98491622;n_members=5
13185,Yes,1,yes,soft_vote,score_no=0.00729837;score_yes=0.99270162;n_members=5
13186,Yes,1,yes,soft_vote,score_no=0.00417325;score_yes=0.99582677;n_members=5
13187,Yes,1,yes,soft_vote,score_no=0.00009081;score_yes=0.99990920;n_members=5
13188,Yes,1,yes,soft_vote,score_no=0.12898318;score_yes=0.87101680;n_members=5
13189,Yes,1,yes,soft_vote,score_no=0.05305507;score_yes=0.94694494;n_members=5
13190,No,0,yes,soft_vote,score_no=0.99993935;score_yes=0.00006063;n_members=5
13191,Yes,1,yes,soft_vote,score_no=0.00006002;score_yes=0.99993999;n_members=5
13192,Yes,1,yes,soft_vote,score_no=0.00001152;score_yes=0.99998846;n_members=5
13193,Yes,1,yes,soft_vote,score_no=0.00013965;score_yes=0.99986036;n_members=5
13194,Yes,1,yes,soft_vote,score_no=0.00487848;score_yes=0.99512152;n_members=5
13195,Yes,1,yes,soft_vote,score_no=0.00026204;score_yes=0.99973798;n_members=5
13196,Yes,1,yes,soft_vote,score_no=0.00017705;score_yes=0.99982295;n_members=5
13197,Yes,1,yes,soft_vote,score_no=0.01170460;score_yes=0.98829540;n_members=5
13198,Yes,1,yes,soft_vote,score_no=0.10315739;score_yes=0.89684262;n_members=5
13199,Yes,1,yes,soft_vote,score_no=0.00092561;score_yes=0.99907438;n_members=5
13200,Yes,1,yes,soft_vote,score_no=0.00006344;score_yes=0.99993657;n_members=5
13201,Yes,1,yes,soft_vote,score_no=0.00003773;score_yes=0.99996226;n_members=5
13202,Yes,1,yes,soft_vote,score_no=0.23310891;score_yes=0.76689111;n_members=5
13203,Yes,1,yes,soft_vote,score_no=0.00001466;score_yes=0.99998534;n_members=5
13204,Yes,1,yes,soft_vote,score_no=0.00001475;score_yes=0.99998524;n_members=5
13205,No,0,yes,soft_vote,score_no=0.99856012;score_yes=0.00143992;n_members=5
13206,Yes,1,yes,soft_vote,score_no=0.00002577;score_yes=0.99997423;n_members=5
13207,Yes,1,yes,soft_vote,score_no=0.00003928;score_yes=0.99996071;n_members=5
13208,No,0,yes,soft_vote,score_no=0.66255922;score_yes=0.33744077;n_members=5
13209,Yes,1,yes,soft_vote,score_no=0.00336498;score_yes=0.99663502;n_members=5
13210,Yes,1,yes,soft_vote,score_no=0.00008560;score_yes=0.99991439;n_members=5
13211,Yes,1,yes,soft_vote,score_no=0.00025587;score_yes=0.99974413;n_members=5
13212,Yes,1,yes,soft_vote,score_no=0.00002976;score_yes=0.99997027;n_members=5
13213,Yes,1,yes,soft_vote,score_no=0.00002212;score_yes=0.99997788;n_members=5
13214,Yes,1,yes,soft_vote,score_no=0.00027084;score_yes=0.99972916;n_members=5
13215,Yes,1,yes,soft_vote,score_no=0.00238064;score_yes=0.99761937;n_members=5
13216,Yes,1,yes,soft_vote,score_no=0.00002412;score_yes=0.99997587;n_members=5
13217,No,0,yes,soft_vote,score_no=0.82146474;score_yes=0.17853525;n_members=5
13218,Yes,1,yes,soft_vote,score_no=0.00001806;score_yes=0.99998193;n_members=5
13219,No,0,yes,soft_vote,score_no=0.88089783;score_yes=0.11910215;n_members=5
13220,Yes,1,yes,soft_vote,score_no=0.00058220;score_yes=0.99941779;n_members=5
13221,Yes,1,yes,soft_vote,score_no=0.00258184;score_yes=0.99741818;n_members=5
13222,Yes,1,yes,soft_vote,score_no=0.00004783;score_yes=0.99995217;n_members=5
13223,Yes,1,yes,soft_vote,score_no=0.00011757;score_yes=0.99988245;n_members=5
13224,Yes,1,yes,soft_vote,score_no=0.01624483;score_yes=0.98375515;n_members=5
13225,Yes,1,yes,soft_vote,score_no=0.03644572;score_yes=0.96355426;n_members=5
13226,Yes,1,yes,soft_vote,score_no=0.36816788;score_yes=0.63183212;n_members=5
13227,No,0,yes,soft_vote,score_no=0.99990634;score_yes=0.00009366;n_members=5
13228,Yes,1,yes,soft_vote,score_no=0.00003646;score_yes=0.99996355;n_members=5
13229,Yes,1,yes,soft_vote,score_no=0.08438972;score_yes=0.91561029;n_members=5
13230,Yes,1,yes,soft_vote,score_no=0.00003434;score_yes=0.99996564;n_members=5
13231,Yes,1,yes,soft_vote,score_no=0.00199555;score_yes=0.99800447;n_members=5
13232,Yes,1,yes,soft_vote,score_no=0.00290207;score_yes=0.99709793;n_members=5
13233,Yes,1,yes,soft_vote,score_no=0.47405666;score_yes=0.52594333;n_members=5
13234,Yes,1,yes,soft_vote,score_no=0.08016833;score_yes=0.91983167;n_members=5
13235,Yes,1,yes,soft_vote,score_no=0.00092670;score_yes=0.99907329;n_members=5
13236,Yes,1,yes,soft_vote,score_no=0.00004919;score_yes=0.99995079;n_members=5
13237,Yes,1,yes,soft_vote,score_no=0.00001399;score_yes=0.99998598;n_members=5
13238,Yes,1,yes,soft_vote,score_no=0.00286432;score_yes=0.99713569;n_members=5
13239,Yes,1,yes,soft_vote,score_no=0.00005704;score_yes=0.99994297;n_members=5
13240,Yes,1,yes,soft_vote,score_no=0.00002056;score_yes=0.99997942;n_members=5
13241,Yes,1,yes,soft_vote,score_no=0.00008531;score_yes=0.99991468;n_members=5
13242,Yes,1,yes,soft_vote,score_no=0.00105190;score_yes=0.99894811;n_members=5
13243,Yes,1,yes,soft_vote,score_no=0.00062926;score_yes=0.99937074;n_members=5
13244,Yes,1,yes,soft_vote,score_no=0.29216289;score_yes=0.70783708;n_members=5
13245,Yes,1,yes,soft_vote,score_no=0.00027902;score_yes=0.99972093;n_members=5
13246,Yes,1,yes,soft_vote,score_no=0.00003524;score_yes=0.99996474;n_members=5
13247,Yes,1,yes,soft_vote,score_no=0.00001749;score_yes=0.99998252;n_members=5
